Unique ID,Longitude (X),Latitude (Y),Match,State_Code,County_Code,Tract_Code,Block_Code,GEOID,state,county,cbsa,poverty_rate,mfi,state_mfi,cbsa_mfi,area_mfi,mfi_ratio,eligible_lic,rural_status,DC_Status,DC_Confidence,GEO_fixed,both
greenidge-generation-dresden-ny,-76.948604,42.679134,Match,36,123,150102,1005,36123150102,New York,Yates County,NA,7.360157,102917,106873,NA,106873,0.96298409,0,1,operational,confirmed,36123150102,0
rwe-maryland-blue-crab-solar-storage-dorchester-md,-75.945,38.578,Match,24,19,970300,1047,24019970300,Maryland,Dorchester County,NA,6.3279448,83825,127817,NA,127817,0.65582043,1,1,proposed,confirmed,24019970300,1
digital-realty-sjc34-ca,-121.973647,37.3724077,Match,6,85,505202,2096,6085505202,California,Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",19.125883,163550,113346,184762,184762,0.88519287,0,0,operational,reported,06085505202,0
artemis-technologies-cave-city-ar,-91.55083,35.94806,Match,5,135,470402,1047,5135470402,Arkansas,Sharp County,NA,15.39924,56029,76968,NA,76968,0.72795188,0,1,under_construction,reported,05135470402,0
enerfore-pleasant-valley-tioga-nd,-102.9424,48.28,Match,38,105,953600,1168,38105953600,North Dakota,Williams County,NA,5.4324069,116169,104993,NA,104993,1.1064452,0,1,under_construction,reported,38105953600,0
renaissance-park-upper-merion-king-of-prussia-pa,-75.347,40.092,Match,42,91,205806,2018,42091205806,Pennsylvania,Montgomery County,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4.2543459,134957,100262,116434,116434,1.1590859,0,0,proposed,confirmed,42091205806,0
tierpoint-tulsa-archer-ok,-95.9886293,36.1585898,Match,40,143,2500,3035,40143002500,Oklahoma,Tulsa County,"Tulsa, OK",23.428375,72317,82385,88320,88320,0.81880659,1,0,operational,reported,40143002500,0
tract-hanover-technology-park-va,-77.47,37.81,Match,51,85,320500,1002,51085320500,Virginia,Hanover County,"Richmond, VA",13.353116,137700,115213,110863,110863,1.2420735,0,0,under_construction,confirmed,51085320500,0
alterra-marshall-technology-energy-center-gas-mi,-84.955,42.276,Match,26,25,3900,3009,26025003900,Michigan,Calhoun County,"Battle Creek, MI",4.5114436,133058,93357,79554,79554,1.6725495,0,1,proposed,reported,26025003900,0
mlp-ventures-plymouth-township-conshohocken-pa,-75.312,40.086,Match,42,91,204008,2003,42091204008,Pennsylvania,Montgomery County,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1.4458542,125865,100262,116434,116434,1.0809987,0,0,proposed,reported,42091204008,0
apple-maiden-nc,-81.256686,35.588607,Match,37,35,11702,2075,37035011702,North Carolina,Catawba County,"Hickory-Lenoir-Morganton, NC",11.646235,88511,90290,76116,76116,1.1628436,0,1,operational,confirmed,37035011702,0
aws-3180-beech-road-new-albany-oh,-82.750939,40.104129,Match,39,89,755601,1039,39089755601,Ohio,Licking County,"Columbus, OH",2.3718438,170039,92749,104588,104588,1.6257983,0,0,operational,reported,39089755601,0
beltline-piedmont-kingfisher-county-ok,-97.81183,35.74394,Match,40,73,958400,2169,40073958400,Oklahoma,Kingfisher County,NA,7.9008265,106094,82385,NA,82385,1.287783,0,1,proposed,reported,40073958400,0
sabey-intergate-west-building-c-wa,-122.2943972,47.494123,Match,53,33,27100,1001,53033027100,Washington,King County,"Seattle-Tacoma-Bellevue, WA",25.108122,66607,118075,140190,140190,0.47511947,1,0,operational,reported,53033027100,0
microsoft-mountain-west-des-moines-ia,-93.8253005,41.5385054,Match,19,49,50812,1003,19049050812,Iowa,Dallas County,"Des Moines-West Des Moines, IA",18.359152,145052,97491,110255,110255,1.3156047,0,0,operational,reported,19049050812,0
energy-storage-solutions-fayetteville-cumberland-county-nc,-78.878,35.053,Match,37,51,3800,2039,37051003800,North Carolina,Cumberland County,"Fayetteville, NC",31.65925,42813,90290,73956,73956,0.57889825,1,0,proposed,reported,37051003800,0
digital-realty-va4-va,-77.594905,38.7780614,Match,51,153,901421,3009,51153901421,Virginia,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2.2739675,219250,115213,154653,154653,1.4176899,0,0,operational,reported,51153901421,0
stream-chicago-ii-ordb-elk-grove-village-il,-87.9703,42.0039,Match,17,31,770300,3018,17031770300,Illinois,Cook County,"Chicago-Naperville-Elgin, IL-IN",8.7209301,97601,106018,113207,113207,0.86214632,0,0,operational,reported,17031770300,0
ntt-sacramento-ca1-data-center-ca,-121.4891868,38.6504319,Match,6,67,7019,2035,6067007019,California,Sacramento County,"Sacramento-Roseville-Folsom, CA",25.901741,115536,113346,116511,116511,0.99163169,1,0,operational,reported,06067007019,0
nine-mile-data-myton-duchesne-county-ut,-110.0568,40.193,Match,49,13,940600,1048,49013940600,Utah,Duchesne County,NA,8.9614162,92413,109675,NA,109675,0.84260768,0,1,permitted,reported,49013940600,0
qts-richmond-1-dc1-ric1-white-oak-technology-park-va,-77.2474761,37.4892338,Match,51,87,201404,3014,51087201404,Virginia,Henrico County,"Richmond, VA",8.9690943,96296,115213,110863,110863,0.86860359,0,0,operational,reported,51087201404,0
rowan-digital-frederick-md,-77.394,39.265,Match,24,21,752201,2007,24021752201,Maryland,Frederick County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1.1042944,145227,127817,154653,154653,0.93905067,0,1,under_construction,confirmed,24021752201,0
aligned-quantum-frederick-md,-77.387,39.263,Match,24,21,752201,2007,24021752201,Maryland,Frederick County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1.1042944,145227,127817,154653,154653,0.93905067,0,1,under_construction,confirmed,24021752201,0
mara-hopedale-harrison-oh,-80.9012,40.3253,Match,39,67,975600,4027,39067975600,Ohio,Harrison County,NA,17.641479,56739,92749,NA,92749,0.61174786,1,1,operational,confirmed,39067975600,1
miningstore-eldora-township-ia,-93.0996,42.3622,Match,19,83,480600,3030,19083480600,Iowa,Hardin County,NA,12.42163,84531,97491,NA,97491,0.86706465,0,1,permitted,reported,19083480600,0
aws-hayden-run-hilliard-oh,-83.134305,40.059949,Match,39,49,7922,1000,39049007922,Ohio,Franklin County,"Columbus, OH",7.7976007,142500,92749,104588,104588,1.362489,0,0,operational,reported,39049007922,0
cloudburst-oklahoma-city-campus-ok,-97.5164,35.4676,Match,40,109,980007,1008,40109980007,Oklahoma,Oklahoma County,"Oklahoma City, OK",28.117359,165278,82385,90681,90681,1.822631,0,0,proposed,reported,40109980007,0
westdulles-iron-horse-hanover-va,-77.44,37.762,Match,51,85,320701,2016,51085320701,Virginia,Hanover County,"Richmond, VA",3.5104733,155179,115213,110863,110863,1.3997366,0,0,proposed,confirmed,51085320701,0
cologix-col1-columbus-oh,-83.0021667,40.1164761,Match,39,49,7048,3023,39049007048,Ohio,Franklin County,"Columbus, OH",11.277815,108958,92749,104588,104588,1.041783,0,0,operational,confirmed,39049007048,0
american-tower-edc-oklahoma-city-ok,-97.4934,35.5896,Match,40,109,108302,2019,40109108302,Oklahoma,Oklahoma County,"Oklahoma City, OK",15.229137,82764,82385,90681,90681,0.91269398,0,0,proposed,reported,40109108302,0
switch-the-rock-round-rock-tx,-97.6725256,30.4880189,Match,48,491,20709,1007,48491020709,Texas,Williamson County,"Austin-Round Rock-San Marcos, TX",10.813727,102930,94599,126591,126591,0.81309098,0,0,under_construction,reported,48491020709,0
google-lincoln-ne,-96.675,40.81,Match,31,109,1600,3006,31109001600,Nebraska,Lancaster County,"Lincoln, NE",11.45493,68856,99751,101786,101786,0.67647809,1,0,under_construction,confirmed,31109001600,0
tierpoint-spokane-wa,-117.0959323,47.6719149,Match,53,63,13203,2003,53063013203,Washington,Spokane County,"Spokane-Spokane Valley, WA",6.1711078,105781,118075,98269,98269,1.0764432,0,0,operational,reported,53063013203,0
iron-mountain-va-2-va,-77.5459965,38.7772373,Match,51,153,901409,5006,51153901409,Virginia,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3.2232347,143786,115213,154653,154653,0.92973304,0,0,operational,reported,51153901409,0
metro-edge-imd1-chicago-il,-87.6749686,41.8639696,Match,17,31,842900,1037,17031842900,Illinois,Cook County,"Chicago-Naperville-Elgin, IL-IN",42.320396,21250,106018,113207,113207,0.18770924,1,0,permitted,reported,17031842900,0
essential-energy-archbald-lackawanna-county-pa,-75.5391,41.4959,Match,42,69,111100,2005,42069111100,Pennsylvania,Lackawanna County,"Scranton--Wilkes-Barre, PA",8.1847649,94781,100262,85514,85514,1.1083683,0,0,proposed,reported,42069111100,0
crypto-colo-center-mclouth-ks,-95.20833,39.19611,Match,20,87,20300,2043,20087020300,Kansas,Jefferson County,"Topeka, KS",6.1785321,109576,95810,92523,92523,1.1843109,0,1,cancelled,confirmed,20087020300,0
stargate-project-jupiter-dona-ana-nm,-106.6895,31.8636,Match,35,13,1701,4070,35013001701,New Mexico,Doña Ana County,"Las Cruces, NM",18.857653,64579,79556,64174,64174,1.0063109,0,0,under_construction,reported,35013001701,0
coresite-ny2-secaucus-nj-nj,-74.0652426,40.7842844,Match,34,17,19900,2024,34017019900,New Jersey,Hudson County,"New York-Newark-Jersey City, NY-NJ",4.7443233,145254,127025,120744,120744,1.2029915,0,0,operational,reported,34017019900,0
openai-project-camellia-effingham-ga,-81.2354,32.296,Match,13,103,30307,1023,13103030307,Georgia,Effingham County,"Savannah, GA",10.60713,99317,93754,94073,94073,1.0557439,0,1,proposed,confirmed,13103030307,0
bermuda-hundred-data-center-chesterfield-va,-77.39493747,37.33798175,Match,51,41,100509,2037,51041100509,Virginia,Chesterfield County,"Richmond, VA",3.5019956,131582,115213,110863,110863,1.1868883,0,0,proposed,reported,51041100509,0
atmosphere-dickerson-montgomery-md,-77.4736,39.2117,Match,51,107,610300,2026,51107610300,Virginia,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3.3209043,247998,115213,154653,154653,1.603577,0,1,proposed,reported,51107610300,0
iren-horizon-childress-tx,-100.2046,34.4276,Match,48,75,950200,1017,48075950200,Texas,Childress County,NA,15.362319,67865,94599,NA,94599,0.71739662,0,1,under_construction,confirmed,48075950200,0
prometheus-hyperscale-pueblo-co,-104.6141867,38.263995,Match,8,101,3500,1137,8101003500,Colorado,Pueblo County,"Pueblo, CO",28.957718,42625,119139,81641,81641,0.52210289,1,0,proposed,reported,08101003500,0
microsoft-hickory-catawba-county-nc,-81.3443,35.7333,Match,37,35,10501,2045,37035010501,North Carolina,Catawba County,"Hickory-Lenoir-Morganton, NC",5.7899089,123485,90290,76116,76116,1.6223265,0,1,under_construction,confirmed,37035010501,0
w-holdings-energy-generation-technology-campus-maricopa-az,-112.035,32.945,Match,4,21,941402,1037,4021941402,Arizona,Pinal County,"Phoenix-Mesa-Chandler, AZ",16.673666,75714,95980,103615,103615,0.73072433,0,0,proposed,confirmed,04021941402,0
expedient-pit1-green-tree-pittsburgh-south-pa,-80.0425212,40.427371,Match,42,3,469000,3004,42003469000,Pennsylvania,Allegheny County,"Pittsburgh, PA",6.3719387,115573,100262,102107,102107,1.1318812,0,0,operational,reported,42003469000,0
powertransitions-project-yardbird-ks,-94.635,39.147,Match,20,209,980000,1006,20209980000,Kansas,Wyandotte County,"Kansas City, MO-KS",NA,NA,95810,106867,106867,NA,0,0,proposed,reported,20209980000,0
entergy-westlake-power-station-calcasieu-la,-93.2507099,30.2421496,Match,22,19,2600,3043,22019002600,Louisiana,Calcasieu Parish,"Lake Charles, LA",13.002965,69329,79407,83544,83544,0.82985014,0,0,proposed,reported,22019002600,0
serverfarm-titan-moses-lake-wa,-119.25,47.1554,Match,53,25,11002,3003,53025011002,Washington,Grant County,NA,16.508261,94013,118075,NA,118075,0.79621428,0,1,operational,confirmed,53025011002,0
flexential-louisville-east-nas-equivalent-lou-east-ky,-85.5072402,38.2771906,Match,21,111,10406,3001,21111010406,Kentucky,Jefferson County,"Louisville/Jefferson County, KY-IN",10.262449,139659,81505,93011,93011,1.5015321,0,0,operational,reported,21111010406,0
lumen-san-antonio-2-tx,-98.5065217,29.4382791,Match,48,29,110600,2004,48029110600,Texas,Bexar County,"San Antonio-New Braunfels, TX",45.547642,33281,94599,92961,92961,0.35801035,1,0,operational,reported,48029110600,0
core-scientific-auburn-al,-85.4879,32.6089,Match,1,81,40802,2001,1081040802,Alabama,Lee County,"Auburn-Opelika, AL",81.389366,NA,83032,90260,90260,NA,1,0,under_construction,confirmed,01081040802,0
h5-buffalo-ii-lockport-ny,-78.74808845761379,43.16967580851366,Match,36,63,23401,3003,36063023401,New York,Niagara County,"Buffalo-Cheektowaga, NY",13.527935,115048,106873,96701,96701,1.1897292,0,1,operational,reported,36063023401,0
five-up-realty-eynon-jermyn-road-archbald-pa,-75.535,41.509,Match,42,69,111100,1020,42069111100,Pennsylvania,Lackawanna County,"Scranton--Wilkes-Barre, PA",8.1847649,94781,100262,85514,85514,1.1083683,0,0,proposed,reported,42069111100,0
rck-crossroads-technology-campus-spotsylvania-va,-77.4334,38.2445,Match,51,177,20201,1002,51177020201,Virginia,Spotsylvania County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3.2938881,123364,115213,154653,154653,0.79768258,0,1,proposed,reported,51177020201,0
oppidan-des-moines-ia,-93.625,41.5868,Match,19,153,5101,4030,19153005101,Iowa,Polk County,"Des Moines-West Des Moines, IA",22.28772,88661,97491,110255,110255,0.80414492,1,0,operational,confirmed,19153005101,0
red-ace-data-center-culpeper-va,-77.997,38.474,Match,51,47,930204,1015,51047930204,Virginia,Culpeper County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3.2915361,144125,115213,154653,154653,0.931925,0,1,permitted,confirmed,51047930204,0
newfold-digital-provo-ut,-111.65871,40.23373,Match,49,49,2400,1012,49049002400,Utah,Utah County,"Provo-Orem-Lehi, UT",20.670649,45563,109675,110937,110937,0.41071057,1,0,operational,reported,49049002400,0
lumen-santa-clara-1-ca,-121.952059,37.3770332,Match,6,85,505202,2041,6085505202,California,Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",19.125883,163550,113346,184762,184762,0.88519287,0,0,operational,reported,06085505202,0
vantage-frontier-shackelford-county-tx,-99.2987,32.7272,Match,48,417,950300,2050,48417950300,Texas,Shackelford County,NA,9.5253267,95400,94599,NA,94599,1.0084673,0,1,under_construction,reported,48417950300,0
project-boulder-colleton-county-sc,-80.62,32.7,Match,45,29,970800,2049,45029970800,South Carolina,Colleton County,NA,9.7489538,90000,86707,NA,86707,1.0379785,0,1,proposed,reported,45029970800,0
aaim-data-centers-blue-earth-mn,-94.098,43.635,Match,27,43,460400,4021,27043460400,Minnesota,Faribault County,NA,10.931957,104375,113993,NA,113993,0.91562641,0,1,operational,confirmed,27043460400,0
digital-realty-chicago-ch1-il,-87.961935,41.9942413,Match,17,31,770300,3062,17031770300,Illinois,Cook County,"Chicago-Naperville-Elgin, IL-IN",8.7209301,97601,106018,113207,113207,0.86214632,0,0,operational,reported,17031770300,0
microsoft-malaga-wa,-120.2,47.23,Match,53,37,975300,1002,53037975300,Washington,Kittitas County,NA,10.574128,103021,118075,NA,118075,0.87250477,0,1,under_construction,confirmed,53037975300,0
aws-falls-township-pa,-74.7882,40.1545,Match,42,17,980000,2008,42017980000,Pennsylvania,Bucks County,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,100262,116434,116434,NA,0,0,under_construction,confirmed,42017980000,0
orient-energy-center-ia,-94.4241,41.2003,Match,19,1,960200,2201,19001960200,Iowa,Adair County,NA,11.150442,98264,97491,NA,97491,1.007929,0,1,proposed,confirmed,19001960200,0
powerhouse-louisville-ky,-85.8485,38.1953,Match,21,111,12701,1032,21111012701,Kentucky,Jefferson County,"Louisville/Jefferson County, KY-IN",40.387962,38813,81505,93011,93011,0.41729474,1,0,under_construction,reported,21111012701,0
pronghorn-antelope-cedar-city-ut,-113.0619,37.6775,Match,49,21,110601,1006,49021110601,Utah,Iron County,NA,30.939415,44274,109675,NA,109675,0.4036836,1,1,permitted,reported,49021110601,1
strata-hanging-rock-haverhill-data-center-oh,-82.781751,38.567639,Match,39,87,50700,3021,39087050700,Ohio,Lawrence County,"Huntington-Ashland, WV-KY-OH",17.453278,66705,92749,76767,76767,0.86892807,0,1,under_construction,confirmed,39087050700,0
atlas-project-bus-temple-ga,-85.0327,33.7376,Match,13,45,910201,1038,13045910201,Georgia,Carroll County,"Atlanta-Sandy Springs-Roswell, GA",13.474445,80975,93754,107388,107388,0.75404143,0,1,proposed,reported,13045910201,0
cyrusone-cin3-cincinnati-mason-oh,-84.3116127,39.3038941,Match,39,165,32008,1044,39165032008,Ohio,Warren County,"Cincinnati, OH-KY-IN",10.344828,180966,92749,104379,104379,1.7337395,0,0,operational,reported,39165032008,0
aws-wallula-gap-walla-walla-wa,-118.9135,46.0726,Match,53,71,920000,2067,53071920000,Washington,Walla Walla County,"Walla Walla, WA",14.656202,97313,118075,96998,96998,1.0032475,0,1,under_construction,confirmed,53071920000,0
coachella-valley-technology-campus-ca,-116.169492,33.671181,Match,6,65,45703,3001,6065045703,California,Riverside County,"Riverside-San Bernardino-Ontario, CA",7.8078885,66250,113346,99149,99149,0.66818625,1,0,cancelled,reported,06065045703,0
equinix-ny5-nj,-74.0723242,40.7785845,Match,34,17,19900,2023,34017019900,New Jersey,Hudson County,"New York-Newark-Jersey City, NY-NJ",4.7443233,145254,127025,120744,120744,1.2029915,0,0,operational,reported,34017019900,0
apollo-power-generation-facility-wood-oh,-83.6347437,41.459261,Match,39,173,21200,2043,39173021200,Ohio,Wood County,"Toledo, OH",6.0977101,150428,92749,89262,89262,1.6852412,0,0,under_construction,confirmed,39173021200,0
jefferson-proving-ground-data-center-jefferson-county-in,-85.4,38.82,Match,18,77,966100,1095,18077966100,Indiana,Jefferson County,NA,12.654459,77244,90767,NA,90767,0.85101414,0,1,permitted,reported,18077966100,0
microsoft-kenosha-wi,-87.89,42.537,Match,55,59,2606,1012,55059002606,Wisconsin,Kenosha County,"Kenosha, WI",1.0311641,140882,100141,105009,105009,1.3416183,0,0,proposed,confirmed,55059002606,0
cnx-zediker-station-south-strabane-washington-county-pa,-80.19,40.156,Match,42,125,755200,3005,42125755200,Pennsylvania,Washington County,"Pittsburgh, PA",8.4287405,143607,100262,102107,102107,1.4064364,0,0,proposed,reported,42125755200,0
oracle-west-jordan-ut,-111.93952,40.60613,Match,49,35,112917,1003,49035112917,Utah,Salt Lake County,"Salt Lake City-Murray, UT",8.4006462,114950,109675,116518,116518,0.98654288,0,0,operational,confirmed,49035112917,0
verrus-project-flex-lyon-township-oakland-county-mi,-83.53,42.47,Match,26,125,137102,4013,26125137102,Michigan,Oakland County,"Detroit-Warren-Dearborn, MI",4.0062561,208527,93357,99913,99913,2.0870857,0,0,proposed,reported,26125137102,0
aligned-dfw-03-tx,-97.0748553,32.5498227,Match,48,439,111314,2016,48439111314,Texas,Tarrant County,"Dallas-Fort Worth-Arlington, TX",7.9100385,165655,94599,108711,108711,1.5238109,0,0,operational,reported,48439111314,0
pointone-remington-technology-park-fauquier-va,-77.8,38.53,Match,51,61,930706,2051,51061930706,Virginia,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",10.96208,86597,115213,154653,154653,0.55994385,1,1,permitted,reported,51061930706,1
t5-cleveland-oh,-81.803445,41.4430567,Match,39,35,124201,2010,39035124201,Ohio,Cuyahoga County,"Cleveland, OH",14.486158,63539,92749,95803,95803,0.66322559,1,0,operational,reported,39035124201,0
databank-mem1-memphis-tn,-89.8097,35.20249,Match,47,157,21113,1006,47157021113,Tennessee,Shelby County,"Memphis, TN-MS-AR",11.489899,88158,87314,84517,84517,1.0430801,0,0,operational,confirmed,47157021113,0
lumen-minneapolis-3-mn,-93.2766103,44.9887662,Match,27,53,126202,2001,27053126202,Minnesota,Hennepin County,"Minneapolis-St. Paul-Bloomington, MN-WI",1.162545,175217,113993,126705,126705,1.3828737,0,0,operational,reported,27053126202,0
amazon-pecos-county-data-center-tx,-102.8779,30.8981,Match,48,371,950300,1123,48371950300,Texas,Pecos County,NA,34.636303,NA,94599,NA,94599,NA,1,1,proposed,reported,48371950300,1
databank-red-oak-tx,-96.7282,32.5135,Match,48,139,60103,1022,48139060103,Texas,Ellis County,"Dallas-Fort Worth-Arlington, TX",11.457506,102277,94599,108711,108711,0.94081557,0,1,under_construction,confirmed,48139060103,0
fleet-south-valley-self-generation-storey-county-nv,-119.4561,39.5101,Match,32,29,970200,1042,32029970200,Nevada,Storey County,"Reno, NV",7.0582547,121477,92663,104602,104602,1.1613258,0,1,proposed,reported,32029970200,0
lightedge-papillion-ne,-96.0428,41.1544,Match,31,153,10619,1001,31153010619,Nebraska,Sarpy County,"Omaha, NE-IA",10.041089,106975,99751,109980,109980,0.97267687,0,0,operational,reported,31153010619,0
flexential-portland-hillsboro-1-pdx01-or,-122.8908454,45.5498253,Match,41,67,31617,3002,41067031617,Oregon,Washington County,"Portland-Vancouver-Hillsboro, OR-WA",11.998065,76990,102281,119276,119276,0.64547771,1,0,operational,reported,41067031617,0
red-wolf-dcd-properties-project-red-wolf-ks,-94.88035,39.132358,Match,20,209,44803,1008,20209044803,Kansas,Wyandotte County,"Kansas City, MO-KS",2.5668738,114669,95810,106867,106867,1.0730066,0,0,proposed,reported,20209044803,0
digital-realty-vernon-ca,-118.2252615,33.99951,Match,6,37,980016,1117,6037980016,California,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",7.2507553,70250,113346,108949,108949,0.64479709,1,0,proposed,reported,06037980016,0
crane-pdx02-forest-grove-or,-123.11106,45.51904,Match,41,67,33101,2002,41067033101,Oregon,Washington County,"Portland-Vancouver-Hillsboro, OR-WA",9.9742785,119167,102281,119276,119276,0.99908614,0,1,under_construction,reported,41067033101,0
tac-data-centers-wythe-county-va,-80.86,36.93,Match,51,197,50402,4007,51197050402,Virginia,Wythe County,NA,17.961481,88203,115213,NA,115213,0.76556462,0,1,proposed,reported,51197050402,0
talen-montour-data-center-campus-montour-county-pa,-76.67,41.05,Match,42,93,50100,3029,42093050100,Pennsylvania,Montour County,NA,12.118152,84623,100262,NA,100262,0.8440187,0,1,proposed,reported,42093050100,0
microsoft-dorr-township-mi,-85.652,42.64,Match,26,5,30502,1052,26005030502,Michigan,Allegan County,NA,10.113079,85833,93357,NA,93357,0.91940618,0,1,proposed,confirmed,26005030502,0
pch-wi-holdings-wisconsin-rapids-wood-county-wi,-89.82,44.39,Match,55,141,11000,5038,55141011000,Wisconsin,Wood County,NA,13.766098,67997,100141,NA,100141,0.6790126,1,1,proposed,reported,55141011000,1
avaio-taurus-brandon-ms,-89.99,32.27,Match,28,121,20805,2041,28121020805,Mississippi,Rankin County,"Jackson, MS",36.907059,82059,73163,79993,79993,1.0258273,1,0,under_construction,confirmed,28121020805,0
aws-jefferson-township-fayette-oh,-83.5677,39.6534,Match,39,47,925900,3007,39047925900,Ohio,Fayette County,NA,21.332186,56361,92749,NA,92749,0.60767233,1,1,under_construction,confirmed,39047925900,1
bitdeer-massillon-stark-county-oh,-81.53947,40.77069,Match,39,151,714400,2040,39151714400,Ohio,Stark County,"Canton-Massillon, OH",14.826416,88878,92749,85410,85410,1.0406041,0,0,under_construction,confirmed,39151714400,0
cogent-oklahoma-city-ok,-97.5164,35.4676,Match,40,109,980007,1008,40109980007,Oklahoma,Oklahoma County,"Oklahoma City, OK",28.117359,165278,82385,90681,90681,1.822631,0,0,operational,reported,40109980007,0
prime-avondale-az,-112.35,33.44,Match,4,13,61200,3002,4013061200,Arizona,Maricopa County,"Phoenix-Mesa-Chandler, AZ",26.49157,49560,95980,103615,103615,0.47830912,1,0,under_construction,confirmed,04013061200,0
state-of-ohio-computer-center-columbus-oh,-83.0446845,40.0057597,Match,39,49,1122,1038,39049001122,Ohio,Franklin County,"Columbus, OH",38.498791,68750,92749,104588,104588,0.65734118,1,0,operational,reported,39049001122,0
scott-data-center-omaha-ne,-96.0093,41.2406,Match,31,55,3600,5009,31055003600,Nebraska,Douglas County,"Omaha, NE-IA",4.981595,116100,99751,109980,109980,1.0556465,0,0,operational,reported,31055003600,0
lumen-spokane-wa,-117.4200007,47.6542257,Match,53,63,3500,1040,53063003500,Washington,Spokane County,"Spokane-Spokane Valley, WA",49.322212,52008,118075,98269,98269,0.52924114,1,0,operational,reported,53063003500,0
soluna-project-grace-silverton-tx,-101.3082,34.4692,Match,48,45,950200,1078,48045950200,Texas,Briscoe County,NA,16.795666,64643,94599,NA,94599,0.68333703,1,1,under_construction,reported,48045950200,1
aws-cumulus-salem-township-pa,-76.1452,41.0949,Match,42,79,216100,2002,42079216100,Pennsylvania,Luzerne County,"Scranton--Wilkes-Barre, PA",6.2263675,99441,100262,85514,85514,1.1628622,0,1,under_construction,confirmed,42079216100,0
mcd7-limerick-township-montgomery-county-pa,-75.573,40.2447,Match,42,91,208703,1009,42091208703,Pennsylvania,Montgomery County,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4.4941001,128214,100262,116434,116434,1.1011732,0,0,proposed,reported,42091208703,0
meta-hyperion-richland-parish-la,-91.4906,32.4442,Match,22,83,970100,3103,22083970100,Louisiana,Richland Parish,"Monroe, LA",25.235109,56998,79407,67964,67964,0.83864987,1,1,under_construction,reported,22083970100,1
prologis-project-sail-coweta-ga,-84.7974,33.3807,Match,13,77,170307,1006,13077170307,Georgia,Coweta County,"Atlanta-Sandy Springs-Roswell, GA",7.9044414,56313,93754,107388,107388,0.52438819,1,0,permitted,confirmed,13077170307,0
cleanspark-meridian-ms,-88.7037,32.3643,Match,28,75,10700,2046,28075010700,Mississippi,Lauderdale County,NA,49.590164,22131,73163,NA,73163,0.30248895,1,1,operational,confirmed,28075010700,1
terawulf-muskie-eastpark-ky,-82.79,38.4042,Match,21,19,31001,1028,21019031001,Kentucky,Boyd County,"Huntington-Ashland, WV-KY-OH",14.424952,74313,81505,76767,76767,0.96803313,0,1,proposed,confirmed,21019031001,0
tierpoint-st-louis-olive-mo,-90.1964208,38.6297601,Match,29,510,125600,3011,29510125600,Missouri,St. Louis city,"St. Louis, MO-IL",21.405428,121983,91360,105167,105167,1.159898,1,0,operational,reported,29510125600,0
applied-digital-deuel-county-sd,-96.62,44.567,Match,46,39,953600,3170,46039953600,South Dakota,Deuel County,NA,7.5352111,102250,96562,NA,96562,1.0589051,0,1,cancelled,confirmed,46039953600,0
microsoft-tunstall-road-hillcrest-mecklenburg-va,-78.10265,36.74254,Match,51,117,930201,3001,51117930201,Virginia,Mecklenburg County,NA,16.171101,98542,115213,NA,115213,0.85530281,0,1,permitted,confirmed,51117930201,0
aws-hermiston-or,-119.28946,45.84041,Match,41,59,951201,2016,41059951201,Oregon,Umatilla County,NA,6.9516916,90258,102281,NA,102281,0.8824513,0,1,operational,confirmed,41059951201,0
equinix-ny7-nj,-74.0311403,40.7968626,Match,34,17,14600,2025,34017014600,New Jersey,Hudson County,"New York-Newark-Jersey City, NY-NJ",4.8937221,93026,127025,120744,120744,0.77043992,0,0,operational,reported,34017014600,0
meta-eagle-mountain-ut,-111.9697,40.3138,Match,49,49,10114,1004,49049010114,Utah,Utah County,"Provo-Orem-Lehi, UT",2.173167,106508,109675,110937,110937,0.96007645,0,1,operational,confirmed,49049010114,0
canaan-chief-mountain-andrews-tx,-102.625,32.285,Match,48,3,950100,1394,48003950100,Texas,Andrews County,NA,9.5571098,110972,94599,NA,94599,1.1730779,0,1,operational,confirmed,48003950100,0
databank-san1-san-diego-ca,-117.073246,32.9886013,Match,6,73,17055,3000,6073017055,California,San Diego County,"San Diego-Chula Vista-Carlsbad, CA",2.3562868,198177,113346,122377,122377,1.6193974,0,0,operational,reported,06073017055,0
litewire-mcminnville-tn,-85.7619,35.69221,Match,47,177,930500,4006,47177930500,Tennessee,Warren County,NA,14.147078,59414,87314,NA,87314,0.68046361,1,1,operational,confirmed,47177930500,1
